,average_price,total_volume,type,year,geography
10768,1.27,6626.94,organic,2016,Richmond/Norfolk
10769,1.31,82819.13,conventional,2016,Roanoke
10770,1.1,6187.92,organic,2016,Roanoke
10771,1.43,279333.62,conventional,2016,Sacramento
10772,2.61,4143.89,organic,2016,Sacramento
10773,1.08,392291.47,conventional,2016,San Diego
10774,2.12,10271.6,organic,2016,San Diego
10775,1.75,488378.1,conventional,2016,San Francisco
10776,2.88,17864.74,organic,2016,San Francisco
10777,1.45,383268.86,conventional,2016,Seattle
10778,1.53,36545.5,organic,2016,Seattle
10779,1.33,229072.3,conventional,2016,South Carolina
10780,1.77,7063.85,organic,2016,South Carolina
10781,0.93,4064847.35,conventional,2016,South Central
10782,1.18,122037.93,organic,2016,South Central
10783,1.39,2408199.34,conventional,2016,Southeast
10784,1.55,46032.7,organic,2016,Southeast
10785,1.49,49762.2,conventional,2016,Spokane
10786,1.33,3169.8,organic,2016,Spokane
10787,1.16,100424.14,conventional,2016,St. Louis
10788,1.14,9149.56,organic,2016,St. Louis
10789,1.55,33757.95,conventional,2016,Syracuse
10790,1.86,775.8,organic,2016,Syracuse
10791,1.45,265590.66,conventional,2016,Tampa
10792,1.47,4523.75,organic,2016,Tampa
10793,1.21,22923062.65,conventional,2016,Total U.S.
10794,1.64,761675.87,organic,2016,Total U.S.
10795,1.09,4187550.98,conventional,2016,West
10796,1.52,168440.43,organic,2016,West
10797,0.8,674184.53,conventional,2016,West Tex/New Mexico
10798,1.72,9783.93,organic,2016,West Tex/New Mexico
10799,1.48,113031.96,conventional,2016,Albany
10800,1.97,1364.73,organic,2016,Albany
10801,1.03,475815.02,conventional,2016,Atlanta
10802,1.22,9990.29,organic,2016,Atlanta
10803,1.41,566956.23,conventional,2016,Baltimore/Washington
10804,2.15,13989.25,organic,2016,Baltimore/Washington
10805,1.01,72471.63,conventional,2016,Boise
10806,1.48,2053.35,organic,2016,Boise
10807,1.26,473428.36,conventional,2016,Boston
10808,2.0,13905.77,organic,2016,Boston
10809,1.66,72203.16,conventional,2016,Buffalo/Rochester
10810,1.88,3713.49,organic,2016,Buffalo/Rochester
10811,0.98,5062952.53,conventional,2016,California
10812,1.89,116895.28,organic,2016,California
10813,1.34,154742.81,conventional,2016,Charlotte
10814,1.99,5851.2,organic,2016,Charlotte
10815,1.27,624751.15,conventional,2016,Chicago
10816,1.71,35156.8,organic,2016,Chicago
10817,0.7,356617.38,conventional,2016,Cincinnati/Dayton
10818,1.07,15658.75,organic,2016,Cincinnati/Dayton
10819,0.84,237639.3,conventional,2016,Columbus
10820,1.36,5338.71,organic,2016,Columbus
10821,0.69,1245471.58,conventional,2016,Dallas/Ft. Worth
10822,1.25,21047.85,organic,2016,Dallas/Ft. Worth
10823,0.91,855989.02,conventional,2016,Denver
10824,0.85,45324.18,organic,2016,Denver
10825,0.81,545216.52,conventional,2016,Detroit
10826,1.36,12252.47,organic,2016,Detroit
10827,0.92,263904.24,conventional,2016,Grand Rapids
10828,1.32,4005.73,organic,2016,Grand Rapids
10829,0.97,3854099.9,conventional,2016,Great Lakes
10830,1.47,117193.02,organic,2016,Great Lakes
10831,1.4,172416.11,conventional,2016,Harrisburg/Scranton
10832,2.01,5955.63,organic,2016,Harrisburg/Scranton
10833,1.54,207482.67,conventional,2016,Hartford/Springfield
10834,2.42,8036.44,organic,2016,Hartford/Springfield
10835,0.71,1130895.62,conventional,2016,Houston
10836,1.0,23759.48,organic,2016,Houston
10837,1.18,144732.39,conventional,2016,Indianapolis
10838,1.63,3346.65,organic,2016,Indianapolis
10839,0.89,206009.55,conventional,2016,Jacksonville
10840,1.35,3690.99,organic,2016,Jacksonville
10841,0.91,315048.8,conventional,2016,Las Vegas
10842,2.17,4786.42,organic,2016,Las Vegas
10843,0.78,2780629.1,conventional,2016,Los Angeles
10844,1.52,68500.56,organic,2016,Los Angeles
10845,0.83,127200.91,conventional,2016,Louisville
10846,1.28,2391.74,organic,2016,Louisville
10847,0.98,728191.35,conventional,2016,Miami/Ft. Lauderdale
10848,1.52,4028.26,organic,2016,Miami/Ft. Lauderdale
10849,1.2,2359837.16,conventional,2016,Midsouth
10850,1.59,83334.43,organic,2016,Midsouth
10851,0.96,189526.37,conventional,2016,Nashville
10852,0.83,8502.78,organic,2016,Nashville
10853,1.05,253241.58,conventional,2016,New Orleans/Mobile
10854,1.55,2945.91,organic,2016,New Orleans/Mobile
10855,1.52,960475.67,conventional,2016,New York
10856,2.04,45383.62,organic,2016,New York
10857,1.4,3222663.98,conventional,2016,Northeast
10858,2.0,117562.6,organic,2016,Northeast
10859,1.12,440990.34,conventional,2016,Northern New England
10860,1.96,8741.54,organic,2016,Northern New England
10861,0.97,398859.76,conventional,2016,Orlando
10862,1.46,5320.93,organic,2016,Orlando
10863,1.54,301329.5,conventional,2016,Philadelphia
10864,2.01,10385.65,organic,2016,Philadelphia
10865,0.63,1164027.22,conventional,2016,Phoenix/Tucson
10866,1.96,7009.95,organic,2016,Phoenix/Tucson
10867,1.27,80731.39,conventional,2016,Pittsburgh
10868,1.53,7908.69,organic,2016,Pittsburgh
10869,1.09,1676509.02,conventional,2016,Plains
10870,1.7,43160.92,organic,2016,Plains
10871,1.0,594246.5,conventional,2016,Portland
10872,1.46,26063.62,organic,2016,Portland
10873,1.31,216077.75,conventional,2016,Raleigh/Greensboro
10874,2.01,7632.36,organic,2016,Raleigh/Greensboro
10875,1.18,183871.72,conventional,2016,Richmond/Norfolk
10876,1.3,7132.62,organic,2016,Richmond/Norfolk
10877,1.17,105733.4,conventional,2016,Roanoke
10878,1.16,7012.95,organic,2016,Roanoke
10879,1.29,315955.99,conventional,2016,Sacramento
10880,2.52,4384.51,organic,2016,Sacramento
10881,0.85,499144.04,conventional,2016,San Diego
10882,2.06,9419.21,organic,2016,San Diego
10883,1.52,542857.36,conventional,2016,San Francisco
10884,2.67,17934.25,organic,2016,San Francisco
10885,1.23,531803.4,conventional,2016,Seattle
10886,1.45,38898.52,organic,2016,Seattle
10887,1.09,304040.1,conventional,2016,South Carolina
10888,1.69,7030.03,organic,2016,South Carolina
10889,0.76,5584114.56,conventional,2016,South Central
10890,1.21,100639.79,organic,2016,South Central
10891,0.99,3941512.2,conventional,2016,Southeast
10892,1.44,51799.91,organic,2016,Southeast
10893,1.4,59510.92,conventional,2016,Spokane
10894,1.48,2645.69,organic,2016,Spokane
10895,1.1,118176.43,conventional,2016,St. Louis
10896,1.43,5860.55,organic,2016,St. Louis
10897,1.64,50831.37,conventional,2016,Syracuse
10898,1.83,1687.32,organic,2016,Syracuse
10899,0.96,500795.57,conventional,2016,Tampa
10900,1.45,4668.39,organic,2016,Tampa
10901,1.0,31621221.9,conventional,2016,Total U.S.
10902,1.56,832767.55,organic,2016,Total U.S.
10903,0.93,5919532.49,conventional,2016,West
10904,1.31,202181.56,organic,2016,West
10905,0.85,699171.51,conventional,2016,West Tex/New Mexico
10906,1.82,9895.04,organic,2016,West Tex/New Mexico
10907,1.49,71777.85,conventional,2016,Albany
10908,1.9,1886.63,organic,2016,Albany
10909,1.06,422026.71,conventional,2016,Atlanta
10910,1.06,13253.78,organic,2016,Atlanta
10911,1.35,599161.08,conventional,2016,Baltimore/Washington
10912,1.97,16245.8,organic,2016,Baltimore/Washington
10913,0.8,98346.8,conventional,2016,Boise
10914,1.52,1864.49,organic,2016,Boise
10915,1.22,510800.58,conventional,2016,Boston
10916,1.88,13714.62,organic,2016,Boston
10917,1.47,89037.86,conventional,2016,Buffalo/Rochester
10918,1.81,3303.41,organic,2016,Buffalo/Rochester
10919,0.9,5526646.12,conventional,2016,California
10920,1.64,128204.63,organic,2016,California
10921,1.33,145815.04,conventional,2016,Charlotte
10922,1.68,7154.49,organic,2016,Charlotte
10923,1.09,734954.21,conventional,2016,Chicago
10924,1.32,54112.89,organic,2016,Chicago
10925,0.77,268166.21,conventional,2016,Cincinnati/Dayton
10926,0.64,27489.35,organic,2016,Cincinnati/Dayton
10927,0.98,144354.95,conventional,2016,Columbus
10928,1.02,8682.81,organic,2016,Columbus
10929,0.69,1121306.38,conventional,2016,Dallas/Ft. Worth
10930,1.14,20619.42,organic,2016,Dallas/Ft. Worth
10931,0.95,764135.24,conventional,2016,Denver
10932,0.98,34903.11,organic,2016,Denver
10933,0.95,333109.65,conventional,2016,Detroit
10934,0.89,16467.48,organic,2016,Detroit
10935,1.2,128166.44,conventional,2016,Grand Rapids
10936,1.97,1212.71,organic,2016,Grand Rapids
10937,1.03,3048518.15,conventional,2016,Great Lakes
10938,1.1,167640.67,organic,2016,Great Lakes
10939,1.26,202600.72,conventional,2016,Harrisburg/Scranton
10940,1.91,6893.99,organic,2016,Harrisburg/Scranton
10941,1.42,245721.9,conventional,2016,Hartford/Springfield
10942,2.54,7514.4,organic,2016,Hartford/Springfield
10943,0.73,1015973.91,conventional,2016,Houston
10944,1.02,22650.75,organic,2016,Houston
10945,1.17,133480.18,conventional,2016,Indianapolis
10946,1.09,6248.59,organic,2016,Indianapolis
10947,1.17,116052.47,conventional,2016,Jacksonville
10948,1.34,4102.26,organic,2016,Jacksonville
10949,0.83,339328.92,conventional,2016,Las Vegas
10950,1.76,6257.58,organic,2016,Las Vegas
10951,0.75,2793917.73,conventional,2016,Los Angeles
10952,1.31,77692.93,organic,2016,Los Angeles
10953,0.79,105228.6,conventional,2016,Louisville
10954,1.16,1887.69,organic,2016,Louisville
10955,1.39,446139.65,conventional,2016,Miami/Ft. Lauderdale
10956,1.37,3471.8,organic,2016,Miami/Ft. Lauderdale
10957,1.15,2339977.39,conventional,2016,Midsouth
10958,1.46,86740.86,organic,2016,Midsouth
10959,0.9,193711.04,conventional,2016,Nashville
10960,1.02,5039.91,organic,2016,Nashville
10961,1.21,177582.49,conventional,2016,New Orleans/Mobile
10962,1.51,2516.58,organic,2016,New Orleans/Mobile
10963,1.32,1163696.14,conventional,2016,New York
10964,2.22,32658.97,organic,2016,New York
10965,1.32,3381321.05,conventional,2016,Northeast
10966,2.01,106002.64,organic,2016,Northeast
10967,1.29,310425.3,conventional,2016,Northern New England
10968,1.85,10526.21,organic,2016,Northern New England
10969,1.22,247659.65,conventional,2016,Orlando
10970,1.4,5860.1,organic,2016,Orlando
10971,1.37,356716.07,conventional,2016,Philadelphia
10972,2.04,8663.02,organic,2016,Philadelphia
10973,0.67,1056806.44,conventional,2016,Phoenix/Tucson
10974,1.83,8087.23,organic,2016,Phoenix/Tucson
10975,1.21,84144.99,conventional,2016,Pittsburgh
10976,1.52,7774.07,organic,2016,Pittsburgh
10977,1.08,1468901.87,conventional,2016,Plains
10978,1.71,43540.93,organic,2016,Plains
10979,0.7,923022.14,conventional,2016,Portland
10980,1.45,19755.49,organic,2016,Portland
10981,1.24,215138.05,conventional,2016,Raleigh/Greensboro
10982,1.63,7685.91,organic,2016,Raleigh/Greensboro
10983,1.1,186495.71,conventional,2016,Richmond/Norfolk
10984,1.58,6376.59,organic,2016,Richmond/Norfolk
10985,1.04,113394.91,conventional,2016,Roanoke
10986,1.39,6116.62,organic,2016,Roanoke
10987,1.03,434567.21,conventional,2016,Sacramento
10988,2.46,3874.86,organic,2016,Sacramento
10989,0.81,505122.6,conventional,2016,San Diego
10990,1.49,14513.56,organic,2016,San Diego
10991,1.29,655428.34,conventional,2016,San Francisco
10992,2.67,16323.32,organic,2016,San Francisco
10993,0.88,809403.75,conventional,2016,Seattle
10994,1.54,26530.99,organic,2016,Seattle
10995,1.2,243555.26,conventional,2016,South Carolina
10996,1.49,7688.78,organic,2016,South Carolina
10997,0.76,5031206.93,conventional,2016,South Central
10998,1.12,101938.87,organic,2016,South Central
10999,1.21,2648135.47,conventional,2016,Southeast
11000,1.29,59141.95,organic,2016,Southeast
11001,0.96,91423.14,conventional,2016,Spokane
11002,1.38,2137.62,organic,2016,Spokane
11003,1.11,117572.64,conventional,2016,St. Louis
11004,1.53,5358.18,organic,2016,St. Louis
11005,1.5,41911.21,conventional,2016,Syracuse
11006,1.77,1584.0,organic,2016,Syracuse
11007,1.22,289765.21,conventional,2016,Tampa
11008,1.37,5795.54,organic,2016,Tampa
11009,0.98,30093540.7,conventional,2016,Total U.S.
11010,1.42,856795.63,organic,2016,Total U.S.
11011,0.84,6648833.68,conventional,2016,West
11012,1.34,163585.07,organic,2016,West
11013,0.79,776453.82,conventional,2016,West Tex/New Mexico
11014,1.54,13227.83,organic,2016,West Tex/New Mexico
11015,1.53,68938.53,conventional,2016,Albany
11016,1.86,1472.84,organic,2016,Albany
11017,0.94,463483.07,conventional,2016,Atlanta
11018,1.19,9420.9,organic,2016,Atlanta
11019,1.21,691008.74,conventional,2016,Baltimore/Washington
11020,1.86,14030.99,organic,2016,Baltimore/Washington
11021,1.02,64421.58,conventional,2016,Boise
11022,1.14,2610.64,organic,2016,Boise
11023,1.09,579577.33,conventional,2016,Boston
11024,2.0,11811.4,organic,2016,Boston
11025,1.36,85340.08,conventional,2016,Buffalo/Rochester
11026,1.52,1859.14,organic,2016,Buffalo/Rochester
11027,0.95,4922621.54,conventional,2016,California
11028,1.61,122728.42,organic,2016,California
11029,1.24,144634.01,conventional,2016,Charlotte
11030,1.59,7485.47,organic,2016,Charlotte
11031,1.18,631117.18,conventional,2016,Chicago
11032,1.34,40115.97,organic,2016,Chicago
11033,0.99,216881.3,conventional,2016,Cincinnati/Dayton
11034,0.82,17920.51,organic,2016,Cincinnati/Dayton
11035,1.06,131322.27,conventional,2016,Columbus
11036,1.64,4249.07,organic,2016,Columbus
11037,0.69,1148251.0,conventional,2016,Dallas/Ft. Worth
11038,1.11,21071.85,organic,2016,Dallas/Ft. Worth
11039,1.04,705750.83,conventional,2016,Denver
11040,1.47,14088.99,organic,2016,Denver
11041,1.05,298755.3,conventional,2016,Detroit
11042,1.5,8350.41,organic,2016,Detroit
11043,1.14,161136.65,conventional,2016,Grand Rapids
11044,2.11,1181.37,organic,2016,Grand Rapids
11045,1.11,2791515.27,conventional,2016,Great Lakes
11046,1.31,112979.93,organic,2016,Great Lakes
11047,1.21,210917.45,conventional,2016,Harrisburg/Scranton
11048,1.82,6655.29,organic,2016,Harrisburg/Scranton
11049,1.22,304051.46,conventional,2016,Hartford/Springfield
11050,2.36,8155.56,organic,2016,Hartford/Springfield
11051,0.63,1212933.22,conventional,2016,Houston
11052,1.0,23369.48,organic,2016,Houston
11053,1.19,122035.89,conventional,2016,Indianapolis
11054,1.45,3202.84,organic,2016,Indianapolis
11055,0.84,162502.3,conventional,2016,Jacksonville
11056,1.27,2966.96,organic,2016,Jacksonville
11057,0.81,297506.24,conventional,2016,Las Vegas
11058,1.42,7232.71,organic,2016,Las Vegas
11059,0.84,2377799.62,conventional,2016,Los Angeles
11060,1.29,75362.42,organic,2016,Los Angeles
11061,1.1,67720.14,conventional,2016,Louisville
11062,1.23,2237.49,organic,2016,Louisville
11063,0.97,662655.37,conventional,2016,Miami/Ft. Lauderdale
11064,1.17,4166.56,organic,2016,Miami/Ft. Lauderdale
11065,1.16,2242221.26,conventional,2016,Midsouth
11066,1.46,77030.91,organic,2016,Midsouth
11067,0.92,158024.16,conventional,2016,Nashville
11068,1.05,4534.36,organic,2016,Nashville
11069,1.08,183103.22,conventional,2016,New Orleans/Mobile
11070,1.43,2560.46,organic,2016,New Orleans/Mobile
11071,1.26,1241381.71,conventional,2016,New York
11072,1.99,51329.63,organic,2016,New York
11073,1.22,3686005.68,conventional,2016,Northeast
11074,1.94,113583.14,organic,2016,Northeast
11075,1.19,357508.29,conventional,2016,Northern New England
11076,1.95,7450.03,organic,2016,Northern New England
11077,0.92,333093.29,conventional,2016,Orlando
11078,1.26,5670.99,organic,2016,Orlando
11079,1.38,336267.19,conventional,2016,Philadelphia
11080,1.87,10810.89,organic,2016,Philadelphia
11081,0.56,1236204.18,conventional,2016,Phoenix/Tucson
11082,1.83,6977.44,organic,2016,Phoenix/Tucson
11083,1.02,123555.7,conventional,2016,Pittsburgh
11084,1.48,6429.27,organic,2016,Pittsburgh
11085,1.06,1426470.94,conventional,2016,Plains
11086,1.6,41255.97,organic,2016,Plains
11087,0.93,522499.15,conventional,2016,Portland
11088,0.99,35326.04,organic,2016,Portland
11089,1.26,197054.39,conventional,2016,Raleigh/Greensboro
11090,1.6,6604.78,organic,2016,Raleigh/Greensboro
11091,1.15,174209.1,conventional,2016,Richmond/Norfolk
11092,1.61,5227.98,organic,2016,Richmond/Norfolk
11093,1.15,93106.8,conventional,2016,Roanoke
11094,1.5,4814.51,organic,2016,Roanoke
11095,1.04,384448.27,conventional,2016,Sacramento
11096,2.36,3768.98,organic,2016,Sacramento
11097,0.9,437170.79,conventional,2016,San Diego
11098,1.63,12212.22,organic,2016,San Diego
11099,1.22,643518.28,conventional,2016,San Francisco
11100,2.57,14537.83,organic,2016,San Francisco
11101,1.09,459322.74,conventional,2016,Seattle
11102,1.08,46216.41,organic,2016,Seattle
11103,1.07,269690.96,conventional,2016,South Carolina
11104,1.5,7408.4,organic,2016,South Carolina
11105,0.72,5483207.89,conventional,2016,South Central
11106,1.1,100860.88,organic,2016,South Central
11107,0.96,3413410.59,conventional,2016,Southeast
11108,1.26,54712.86,organic,2016,Southeast
11109,0.97,78377.53,conventional,2016,Spokane
11110,1.03,3288.85,organic,2016,Spokane
11111,0.97,137885.02,conventional,2016,St. Louis
11112,1.35,5402.48,organic,2016,St. Louis
11113,1.42,42029.51,conventional,2016,Syracuse
11114,1.63,1106.24,organic,2016,Syracuse
11115,0.93,412891.05,conventional,2016,Tampa
11116,1.22,6281.56,organic,2016,Tampa
11117,0.96,29583882.61,conventional,2016,Total U.S.
11118,1.43,797042.27,organic,2016,Total U.S.
11119,0.88,5618429.48,conventional,2016,West
11120,1.23,173890.1,organic,2016,West
11121,0.76,790789.79,conventional,2016,West Tex/New Mexico
11122,1.34,11406.5,organic,2016,West Tex/New Mexico
11123,1.52,73341.73,conventional,2016,Albany
11124,1.93,1714.92,organic,2016,Albany
11125,0.91,502787.29,conventional,2016,Atlanta
11126,1.76,5456.42,organic,2016,Atlanta
11127,1.47,550947.61,conventional,2016,Baltimore/Washington
11128,1.83,17061.38,organic,2016,Baltimore/Washington
11129,1.03,71168.92,conventional,2016,Boise
11130,0.77,6098.96,organic,2016,Boise
11131,1.28,447600.75,conventional,2016,Boston
11132,1.98,11553.3,organic,2016,Boston
11133,1.41,103035.45,conventional,2016,Buffalo/Rochester
11134,1.51,1098.66,organic,2016,Buffalo/Rochester
11135,0.94,5414937.46,conventional,2016,California
11136,1.53,132890.31,organic,2016,California
11137,1.25,155793.03,conventional,2016,Charlotte
11138,1.62,6780.63,organic,2016,Charlotte
11139,1.22,616653.72,conventional,2016,Chicago
11140,1.34,33412.35,organic,2016,Chicago
11141,0.82,276387.95,conventional,2016,Cincinnati/Dayton
11142,1.73,6592.44,organic,2016,Cincinnati/Dayton
11143,1.07,136733.12,conventional,2016,Columbus
11144,1.75,4561.12,organic,2016,Columbus
11145,0.76,1199636.75,conventional,2016,Dallas/Ft. Worth
11146,1.12,20099.08,organic,2016,Dallas/Ft. Worth
11147,1.04,765511.4,conventional,2016,Denver
11148,0.93,23425.81,organic,2016,Denver
11149,1.06,319957.45,conventional,2016,Detroit
11150,1.46,9541.46,organic,2016,Detroit
11151,1.33,149348.88,conventional,2016,Grand Rapids
11152,2.04,1361.01,organic,2016,Grand Rapids
11153,1.11,2954314.99,conventional,2016,Great Lakes
11154,1.48,95184.06,organic,2016,Great Lakes
11155,1.45,186180.0,conventional,2016,Harrisburg/Scranton
11156,1.81,8656.11,organic,2016,Harrisburg/Scranton
11157,1.49,238100.22,conventional,2016,Hartford/Springfield
11158,2.41,8403.07,organic,2016,Hartford/Springfield
11159,0.72,1126850.62,conventional,2016,Houston
11160,1.21,20826.21,organic,2016,Houston
11161,1.13,135848.61,conventional,2016,Indianapolis
11162,1.62,2583.94,organic,2016,Indianapolis
11163,0.81,187804.02,conventional,2016,Jacksonville
11164,1.27,3439.46,organic,2016,Jacksonville
11165,0.82,292038.68,conventional,2016,Las Vegas
11166,1.35,9519.43,organic,2016,Las Vegas
11167,0.84,2641775.31,conventional,2016,Los Angeles
11168,1.17,81458.1,organic,2016,Los Angeles
11169,1.01,81833.86,conventional,2016,Louisville
11170,1.53,1619.79,organic,2016,Louisville
11171,0.97,648358.72,conventional,2016,Miami/Ft. Lauderdale
11172,1.17,3329.28,organic,2016,Miami/Ft. Lauderdale
11173,1.23,2180512.1,conventional,2016,Midsouth
11174,1.68,72923.61,organic,2016,Midsouth
11175,0.93,166486.05,conventional,2016,Nashville
11176,1.5,3223.64,organic,2016,Nashville
11177,0.94,225497.02,conventional,2016,New Orleans/Mobile
11178,1.41,3918.94,organic,2016,New Orleans/Mobile
11179,1.36,1087984.9,conventional,2016,New York
11180,2.17,37438.54,organic,2016,New York
11181,1.36,3216470.61,conventional,2016,Northeast
11182,2.0,109788.24,organic,2016,Northeast
11183,1.24,325634.21,conventional,2016,Northern New England
11184,1.9,10968.74,organic,2016,Northern New England
11185,0.94,359005.75,conventional,2016,Orlando
11186,1.27,5601.65,organic,2016,Orlando
11187,1.43,329493.55,conventional,2016,Philadelphia
11188,1.9,11376.97,organic,2016,Philadelphia
11189,0.64,1108953.48,conventional,2016,Phoenix/Tucson
11190,1.85,8657.87,organic,2016,Phoenix/Tucson
11191,1.26,80688.76,conventional,2016,Pittsburgh
11192,1.48,7784.0,organic,2016,Pittsburgh
11193,1.09,1449394.65,conventional,2016,Plains
11194,1.55,43291.45,organic,2016,Plains
11195,0.94,525930.72,conventional,2016,Portland
11196,0.68,72161.05,organic,2016,Portland
11197,1.24,208041.0,conventional,2016,Raleigh/Greensboro
11198,1.6,8198.42,organic,2016,Raleigh/Greensboro
11199,1.2,176103.25,conventional,2016,Richmond/Norfolk
11200,1.66,5233.93,organic,2016,Richmond/Norfolk
11201,1.16,103804.48,conventional,2016,Roanoke
11202,1.68,3911.18,organic,2016,Roanoke
11203,1.07,428247.63,conventional,2016,Sacramento
11204,2.41,4567.83,organic,2016,Sacramento
11205,0.89,473730.19,conventional,2016,San Diego
11206,1.43,12022.95,organic,2016,San Diego
11207,1.18,690027.33,conventional,2016,San Francisco
11208,2.56,16169.17,organic,2016,San Francisco
11209,1.17,475143.56,conventional,2016,Seattle
11210,0.81,80324.51,organic,2016,Seattle
11211,1.02,308342.51,conventional,2016,South Carolina
11212,1.59,6491.55,organic,2016,South Carolina
11213,0.79,5630041.84,conventional,2016,South Central
11214,1.21,94378.68,organic,2016,South Central
11215,0.94,3722102.33,conventional,2016,Southeast
11216,1.41,46895.78,organic,2016,Southeast
11217,1.15,69054.97,conventional,2016,Spokane
11218,0.89,5333.76,organic,2016,Spokane
11219,1.02,132034.47,conventional,2016,St. Louis
11220,1.36,4173.63,organic,2016,St. Louis
11221,1.46,46036.04,conventional,2016,Syracuse
11222,1.69,1016.97,organic,2016,Syracuse
11223,0.93,445441.47,conventional,2016,Tampa
11224,1.21,6117.58,organic,2016,Tampa
11225,1.0,30287853.7,conventional,2016,Total U.S.
11226,1.34,914035.42,organic,2016,Total U.S.
11227,0.92,5720079.58,conventional,2016,West
11228,0.91,318683.18,organic,2016,West
11229,0.73,867992.74,conventional,2016,West Tex/New Mexico
11230,1.31,17382.2,organic,2016,West Tex/New Mexico
11231,1.47,129948.23,conventional,2017,Albany
11232,1.87,1376.7,organic,2017,Albany
11233,0.93,547565.88,conventional,2017,Atlanta
11234,1.81,5342.85,organic,2017,Atlanta
11235,1.47,631760.81,conventional,2017,Baltimore/Washington
11236,1.92,13901.46,organic,2017,Baltimore/Washington
11237,0.92,104510.11,conventional,2017,Boise
11238,1.05,2823.82,organic,2017,Boise
11239,1.29,458830.49,conventional,2017,Boston
11240,2.06,13438.22,organic,2017,Boston
11241,1.43,105349.04,conventional,2017,Buffalo/Rochester
11242,1.64,3425.49,organic,2017,Buffalo/Rochester
11243,0.89,7175276.66,conventional,2017,California
11244,1.46,164137.04,organic,2017,California
11245,1.21,217051.5,conventional,2017,Charlotte
11246,1.7,7225.07,organic,2017,Charlotte
11247,1.15,803348.87,conventional,2017,Chicago
11248,1.34,36915.87,organic,2017,Chicago
11249,0.64,329279.29,conventional,2017,Cincinnati/Dayton
11250,1.23,10798.25,organic,2017,Cincinnati/Dayton
11251,0.83,218881.63,conventional,2017,Columbus
11252,1.58,5948.66,organic,2017,Columbus
11253,0.68,1336539.2,conventional,2017,Dallas/Ft. Worth
11254,1.06,15669.84,organic,2017,Dallas/Ft. Worth
11255,0.8,959368.84,conventional,2017,Denver
11256,0.91,21449.37,organic,2017,Denver
11257,0.75,480612.79,conventional,2017,Detroit
11258,1.77,7545.82,organic,2017,Detroit
11259,0.77,306129.4,conventional,2017,Grand Rapids
11260,1.79,1095.77,organic,2017,Grand Rapids
11261,0.88,4225245.4,conventional,2017,Great Lakes
11262,1.44,104153.91,organic,2017,Great Lakes
11263,1.35,235430.29,conventional,2017,Harrisburg/Scranton
11264,1.93,5456.54,organic,2017,Harrisburg/Scranton
11265,1.64,232663.88,conventional,2017,Hartford/Springfield
11266,2.44,11977.13,organic,2017,Hartford/Springfield
11267,0.51,1475741.07,conventional,2017,Houston
11268,1.4,10109.46,organic,2017,Houston
11269,0.91,186464.64,conventional,2017,Indianapolis
11270,1.76,1956.0,organic,2017,Indianapolis
11271,0.81,263730.05,conventional,2017,Jacksonville
11272,1.24,3707.67,organic,2017,Jacksonville
11273,0.77,363865.19,conventional,2017,Las Vegas
11274,1.36,9563.83,organic,2017,Las Vegas
11275,0.84,3551337.17,conventional,2017,Los Angeles
11276,1.07,99950.32,organic,2017,Los Angeles
11277,0.77,110696.17,conventional,2017,Louisville
11278,1.59,1913.69,organic,2017,Louisville
11279,0.98,787406.1,conventional,2017,Miami/Ft. Lauderdale
11280,1.21,5253.5,organic,2017,Miami/Ft. Lauderdale
11281,1.12,2878967.54,conventional,2017,Midsouth
11282,1.72,72287.79,organic,2017,Midsouth
11283,0.73,249074.81,conventional,2017,Nashville
11284,1.53,3749.48,organic,2017,Nashville
11285,0.81,318672.94,conventional,2017,New Orleans/Mobile
11286,1.3,2818.22,organic,2017,New Orleans/Mobile
11287,1.44,940983.17,conventional,2017,New York
11288,2.06,39260.55,organic,2017,New York
11289,1.35,3513388.32,conventional,2017,Northeast
11290,2.0,115256.09,organic,2017,Northeast
11291,1.11,476239.03,conventional,2017,Northern New England
11292,1.91,9214.09,organic,2017,Northern New England
11293,0.95,447083.97,conventional,2017,Orlando
11294,1.28,5686.95,organic,2017,Orlando
11295,1.4,321941.32,conventional,2017,Philadelphia
11296,1.98,8600.66,organic,2017,Philadelphia
11297,0.63,1169638.17,conventional,2017,Phoenix/Tucson
11298,1.88,7740.98,organic,2017,Phoenix/Tucson
11299,1.02,141043.91,conventional,2017,Pittsburgh
11300,1.5,9725.08,organic,2017,Pittsburgh
11301,0.83,2382742.62,conventional,2017,Plains
11302,1.62,47042.21,organic,2017,Plains
11303,0.73,869835.55,conventional,2017,Portland
11304,0.99,31827.5,organic,2017,Portland
11305,1.18,283434.01,conventional,2017,Raleigh/Greensboro
11306,1.78,8038.22,organic,2017,Raleigh/Greensboro
11307,1.11,240752.75,conventional,2017,Richmond/Norfolk
11308,1.62,4920.41,organic,2017,Richmond/Norfolk
11309,0.97,142347.9,conventional,2017,Roanoke
11310,1.51,3969.98,organic,2017,Roanoke
11311,0.98,526765.64,conventional,2017,Sacramento
11312,2.24,5635.27,organic,2017,Sacramento
11313,0.93,560310.35,conventional,2017,San Diego
11314,1.45,15752.25,organic,2017,San Diego
11315,0.95,1047175.33,conventional,2017,San Francisco
11316,2.54,19910.51,organic,2017,San Francisco
11317,0.84,822000.04,conventional,2017,Seattle
11318,1.23,41381.43,organic,2017,Seattle
11319,1.0,402162.87,conventional,2017,South Carolina
